Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Regulation Of Lipid Storage (GO:0010883)	4/21	0.0612935784308749	0.218986722916876	0	0	3.01345583153787	8.41381035465419	C3;IL6;PPARG;LCP1
Regulation Of Steroid Metabolic Process (GO:0019218)	4/21	0.0612935784308749	0.218986722916876	0	0	3.01345583153787	8.41381035465419	ASAH1;ACADL;RORA;ABCG1
Antigen Receptor-Mediated Signaling Pathway (GO:0050851)	15/134	0.0617409545485596	0.218986722916876	0	0	1.61776409728237	4.50516207545469	BTNL9;PRKCB;PDE4D;BTN3A3;PRAM1;LAT2;BTK;PLCG2;PDE4B;MNDA;CD247;HLA-DRB3;TNFRSF21;SPG21;HLA-DPA1
Positive Regulation Of Proteolysis (GO:0045862)	8/59	0.0619499215077231	0.218986722916876	0	0	2.01084342260813	5.5930180852966	CCBE1;CTSL;IL1B;CTSH;FGFR4;CTSC;SH3D19;NKD2
Heterophilic Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0007157)	7/49	0.0620034662334824	0.218986722916876	0	0	2.13608033240997	5.93951018493998	PTPRD;SELP;JAML;CADM1;CEACAM6;CEACAM5;SELE
Regulation Of Cell Communication (GO:0010646)	7/49	0.0620034662334824	0.218986722916876	0	0	2.13608033240997	5.93951018493998	SOCS2;GRK5;CASQ2;SCG5;IGFBP7;LRRC32;MGLL
Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220)	5/30	0.0625024009963527	0.218986722916876	0	0	2.56210235131397	7.10355766079323	FCN1;FCN3;TYROBP;PLCG2;LILRA2
Negative Regulation Of Blood Coagulation (GO:0030195)	5/30	0.0625024009963527	0.218986722916876	0	0	2.56210235131397	7.10355766079323	THBD;PDGFRA;CPB2;EDN1;F12
Positive Regulation Of Phosphate Metabolic Process (GO:0045937)	5/30	0.0625024009963527	0.218986722916876	0	0	2.56210235131397	7.10355766079323	SDCBP;CCL5;ANG;PTH1R;SNCA
Cardiac Left Ventricle Morphogenesis (GO:0003214)	3/13	0.0629987362552836	0.218986722916876	0	0	3.84095303867403	10.6188547603931	NOTCH1;FOXF1;TGFBR2
Embryonic Hemopoiesis (GO:0035162)	3/13	0.0629987362552836	0.218986722916876	0	0	3.84095303867403	10.6188547603931	KIT;SH2B3;TGFBR2
Endoplasmic Reticulum Mannose Trimming (GO:1904380)	3/13	0.0629987362552836	0.218986722916876	0	0	3.84095303867403	10.6188547603931	TRIM13;UGGT1;MARCHF6
Immune Response-Regulating Cell Surface Receptor Signaling Pathway (GO:0002768)	3/13	0.0629987362552836	0.218986722916876	0	0	3.84095303867403	10.6188547603931	FGR;KIT;FPR2
Killing By Host Of Symbiont Cells (GO:0051873)	3/13	0.0629987362552836	0.218986722916876	0	0	3.84095303867403	10.6188547603931	DEFA1;GAPDH;CAMP
Negative Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090051)	3/13	0.0629987362552836	0.218986722916876	0	0	3.84095303867403	10.6188547603931	STARD13;NOTCH1;KLF4
Negative Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040037)	3/13	0.0629987362552836	0.218986722916876	0	0	3.84095303867403	10.6188547603931	SPRY1;SHISA2;SULF1
Negative Regulation Of Interleukin-12 Production (GO:0032695)	3/13	0.0629987362552836	0.218986722916876	0	0	3.84095303867403	10.6188547603931	IL10;TLR8;IRAK3
Negative Regulation Of Toll-Like Receptor Signaling Pathway (GO:0034122)	3/13	0.0629987362552836	0.218986722916876	0	0	3.84095303867403	10.6188547603931	IRAK3;CD300LF;SMPDL3B
Positive Regulation Of Cardiac Muscle Cell Proliferation (GO:0060045)	3/13	0.0629987362552836	0.218986722916876	0	0	3.84095303867403	10.6188547603931	TGFBR3;NOTCH1;TBX2
Positive Regulation Of Keratinocyte Differentiation (GO:0045618)	3/13	0.0629987362552836	0.218986722916876	0	0	3.84095303867403	10.6188547603931	PRKCH;ZBED2;ETV4
Positive Regulation Of Leukocyte Degranulation (GO:0043302)	3/13	0.0629987362552836	0.218986722916876	0	0	3.84095303867403	10.6188547603931	FGR;ITGAM;GAB2
Positive Regulation Of Macrophage Chemotaxis (GO:0010759)	3/13	0.0629987362552836	0.218986722916876	0	0	3.84095303867403	10.6188547603931	MDK;RARRES2;CCL5
Positive Regulation Of Superoxide Anion Generation (GO:0032930)	3/13	0.0629987362552836	0.218986722916876	0	0	3.84095303867403	10.6188547603931	ITGAM;TYROBP;FPR2
Positive Regulation Of Type 2 Immune Response (GO:0002830)	3/13	0.0629987362552836	0.218986722916876	0	0	3.84095303867403	10.6188547603931	CD86;IL6;NLRP3
Purine Ribonucleoside Bisphosphate Metabolic Process (GO:0034035)	3/13	0.0629987362552836	0.218986722916876	0	0	3.84095303867403	10.6188547603931	TPST2;SULT1A3;SULT1A2
Regulation Of T Cell Chemotaxis (GO:0010819)	3/13	0.0629987362552836	0.218986722916876	0	0	3.84095303867403	10.6188547603931	CCL21;CCL5;STK39
Regulation Of Cell Projection Organization (GO:0031344)	3/13	0.0629987362552836	0.218986722916876	0	0	3.84095303867403	10.6188547603931	NTNG1;MACF1;PROM2
Regulation Of Cellular Ketone Metabolic Process (GO:0010565)	3/13	0.0629987362552836	0.218986722916876	0	0	3.84095303867403	10.6188547603931	PDK4;FGFR4;CES1
Regulation Of Humoral Immune Response (GO:0002920)	3/13	0.0629987362552836	0.218986722916876	0	0	3.84095303867403	10.6188547603931	CFH;CD59;CD55
Regulation Of Macrophage Cytokine Production (GO:0010935)	3/13	0.0629987362552836	0.218986722916876	0	0	3.84095303867403	10.6188547603931	LAPTM5;PLCG2;IRAK3
Regulation Of Myoblast Fusion (GO:1901739)	3/13	0.0629987362552836	0.218986722916876	0	0	3.84095303867403	10.6188547603931	CD53;RIPOR2;SCGB3A1
Response To UV-A (GO:0070141)	3/13	0.0629987362552836	0.218986722916876	0	0	3.84095303867403	10.6188547603931	MME;TIMP1;MMP9
Regulation Of Actin Cytoskeleton Organization (GO:0032956)	11/91	0.0647621932938105	0.218986722916876	0	0	1.76353298611111	4.82684847814891	ARHGAP44;PDGFRA;HCK;BAIAP2L1;MYO3B;MDK;FAM107A;NEDD9;SEMA3E;ESAM;GPM6B
G Protein-Coupled Receptor Internalization (GO:0002031)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	DMBT1;ARRB1
Adherens Junction Maintenance (GO:0034334)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	FERMT2;INAVA
Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class I (GO:0042590)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	FCER1G;IFI30
Cardiac Muscle Cell-Cardiac Muscle Cell Adhesion (GO:0086042)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	DSP;JUP
Cellular Hypotonic Response (GO:0071476)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	STK39;MYLK
Cellular Response To Interleukin-9 (GO:0071355)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	STAT1;JAK1
Cellular Response To Laminar Fluid Shear Stress (GO:0071499)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	KLF4;KLF2
Cellular Response To Prostaglandin E Stimulus (GO:0071380)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	PTGER4;SFRP1
Desmosome Organization (GO:0002934)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	DSP;JUP
Dorsal Aorta Development (GO:0035907)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	HEY1;ENG
Dorsal Aorta Morphogenesis (GO:0035912)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	HEY1;ENG
Ethanol Catabolic Process (GO:0006068)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	SULT1A3;SULT1A2
Forebrain Neuron Development (GO:0021884)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	CCL14;LHX6
Hyaluronan Biosynthetic Process (GO:0030213)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	HYAL1;IL1B
Hypotonic Response (GO:0006971)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	STK39;MYLK
Interleukin-9-Mediated Signaling Pathway (GO:0038113)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	STAT1;JAK1
Locomotor Rhythm (GO:0045475)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	EGR1;ID2
Long-Chain Fatty Acid Catabolic Process (GO:0042758)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	ACADL;ADTRP
Lymphoid Progenitor Cell Differentiation (GO:0002320)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	SPI1;SOX4
Macrophage Derived Foam Cell Differentiation (GO:0010742)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	STAT1;PPARG
Maintenance Of Protein Location In Extracellular Region (GO:0071694)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	NRROS;NBL1
Marginal Zone B Cell Differentiation (GO:0002315)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	DOCK11;MFNG
Negative Regulation Of Response To Reactive Oxygen Species (GO:1901032)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	LRRK2;PYCR1
Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Independent Decay (GO:0031086)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	ZFP36;PNRC2
Pharyngeal Arch Artery Morphogenesis (GO:0061626)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	BMPR2;FOLR1
Positive Regulation Of B Cell Receptor Signaling Pathway (GO:0050861)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	PRKCH;PRKCB
Positive Regulation Of ER-associated Ubiquitin-Dependent Protein Catabolic Process (GO:1903071)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	CAV1;HERPUD1
Positive Regulation Of Deacetylase Activity (GO:0090045)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	FNTA;PRKD1
Positive Regulation Of Fibroblast Apoptotic Process (GO:2000271)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	SFRP1;BTG1
Positive Regulation Of Gliogenesis (GO:0014015)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	IL6;PRKCH
Positive Regulation Of Lamellipodium Morphogenesis (GO:2000394)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	ENPP2;CORO1C
Positive Regulation Of Leukocyte Tethering Or Rolling (GO:1903238)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	SELP;SELE
Positive Regulation Of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031666)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	LY86;SASH1
Positive Regulation Of Striated Muscle Contraction (GO:0045989)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	RGS2;GSTO1
Regulation Of T-helper Cell Differentiation (GO:0045622)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	HLA-DRA;JUNB
Regulation Of Aldosterone Biosynthetic Process (GO:0032347)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	BMP6;DKK3
Regulation Of Bile Acid Metabolic Process (GO:1904251)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	FGFR4;CES1
Regulation Of Cardiac Muscle Hypertrophy In Response To Stress (GO:1903242)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	PPARG;FOXO1
Regulation Of Entry Of Bacterium Into Host Cell (GO:2000535)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	CXCL8;KRT6A
Regulation Of Glial Cell Apoptotic Process (GO:0034350)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	PRKCH;DLL1
Regulation Of Metallopeptidase Activity (GO:1905048)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	TIMP2;TIMP1
Regulation Of Mitotic Cytokinesis (GO:1902412)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	BIRC5;AURKB
Vascular Associated Smooth Muscle Contraction (GO:0014829)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	EDNRA;EDNRB
White Fat Cell Differentiation (GO:0050872)	2/6	0.0648510693327196	0.218986722916876	0	0	6.39924085576259	17.5061592638457	FFAR4;PPARG
Regulation Of Cellular Biosynthetic Process (GO:0031326)	9/70	0.065503707012744	0.220929776343065	0	0	1.891635024215	5.15593224636819	CX3CR1;C3;CXCL8;CCL5;PDK4;SIRPA;CD47;FGFR4;CES1
Neuron Projection Guidance (GO:0097485)	14/124	0.0655350798835289	0.220929776343065	0	0	1.63311191244385	4.45050711514492	SEMA5A;ROBO4;SEMA6A;NOTCH1;SEMA4B;PTPRO;SEMA3E;IGSF9;EFNB2;CXCL12;TUBB3;PALLD;FEZ1;SLIT2
Notch Signaling Pathway (GO:0007219)	6/40	0.0666957924477607	0.224656605521472	0	0	2.26114390392835	6.12230355574813	NOTCH1;APH1B;HEY1;POFUT1;NOTCH4;DLL1
Response To Retinoic Acid (GO:0032526)	8/60	0.067151697283008	0.226005174726683	0	0	1.97206674129751	5.32615998539527	CREB1;FZD4;WNT3A;TESC;ALDH1A2;CTSH;WNT2;AQP1
Blood Circulation (GO:0008015)	7/50	0.06779437520872	0.227603393336866	0	0	2.08629130966952	5.61478583295166	ACVRL1;CXCL12;STAT1;AGTR1;OLR1;SERPING1;SGCG
Cell Chemotaxis (GO:0060326)	7/50	0.06779437520872	0.227603393336866	0	0	2.08629130966952	5.61478583295166	SEMA5A;PDGFRA;CXCL12;CCL21;KIT;AGTR1;HBEGF
Regulation Of Interleukin-12 Production (GO:0032655)	7/50	0.06779437520872	0.227603393336866	0	0	2.08629130966952	5.61478583295166	IL10;MDK;PLCG2;LAPTM5;TLR8;IRAK3;CD47
Positive Regulation Of DNA-templated Transcription (GO:0045893)	104/1243	0.0684137132067577	0.229493321548472	0	0	1.18015972802045	3.1654031666033	CD86;PID1;SPI1;NCF1;HNRNPU;RORA;ETS1;ETS2;SOX17;SOX18;CDH1;JUNB;HOXA5;SOX4;SLC11A1;LMO2;PSG1;LMO7;SFRP1;PRKD1;ATF3;NOTCH1;BEX1;EPAS1;NOTCH4;PIK3R1;GATA2;FOXO1;DEAF1;NLRP3;WNT2;TFAP2A;EGR1;JUN;EGR2;JUP;FOXF1;FZD4;WNT3A;ZBTB16;HMGA1;BMP6;COL1A1;NR4A2;IL6;DAB2;RGCC;MAFB;ID2;MAFF;CDKN1C;ACVRL1;CSRNP1;BMPR2;CITED2;TCF21;ADIRF;ARRB1;LDB2;LYL1;HHEX;LBH;HEY1;SIX4;HYAL2;GPER1;IL10;RBM14;EDN1;ANXA2;TESC;FOS;ETV4;DCN;MMP12;TOX2;ZEB2;CREB1;ELF3;IL1B;IRF1;IRF8;HCLS1;CDH13;PPARG;ENG;UHRF1;PLA2G1B;DLL1;NFIL3;EPCAM;ATOH8;SPP1;CD74;IL33;STAT1;CNBP;KLF4;TBX3;KLF2;KLF6;MEIS1;AGRN;FOXA3
Nervous System Development (GO:0007399)	40/433	0.0686379144681333	0.230055744621775	0	0	1.30966614549802	3.5084780060984	SEMA5A;GPM6A;SH3GL3;SLC2A1;CXCR4;LDB2;EDNRB;FLRT3;CDH1;MDK;SPOCK2;IGF2BP3;WNT2;SOX4;GPM6B;SPTBN1;MARCKSL1;EGR2;STIL;GSN;SEMA6A;ZBTB16;MAMDC2;CRIM1;GFRA1;ECRG4;GFRA2;OLFM1;ZEB2;AXL;FEZ1;NINJ2;ALDH1A2;PMP22;MAL;PCDHB9;PAFAH1B3;NES;NBL1;SHANK3
Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	50/557	0.0692923952229959	0.232058235524585	0	0	1.27001423328223	3.39020154173906	CDKN1C;ACVRL1;CD86;NCF1;CITED2;RORA;ETS1;LYL1;HHEX;LBH;SOX17;SIX4;SOX18;CDH1;SOX4;IL10;TESC;PSG1;FOS;SFRP1;CREB1;IL1B;IRF1;PPARG;NOTCH1;NOTCH4;FOXO1;NFIL3;DEAF1;ATOH8;SPP1;TFAP2A;EGR1;CD74;JUN;EGR2;FZD4;STAT1;FOXF1;WNT3A;ZBTB16;CNBP;HMGA1;KLF4;KLF2;COL1A1;KLF6;IL6;MAFB;ID2
Actin Filament Polymerization (GO:0030041)	5/31	0.0702659786933448	0.23377944996175	0	0	2.46342696031493	6.54155033501346	GSN;FAM107A;ANG;WASF3;GAS7
Negative Regulation Of Cell-Matrix Adhesion (GO:0001953)	5/31	0.0702659786933448	0.23377944996175	0	0	2.46342696031493	6.54155033501346	ACVRL1;MMP12;FAM107A;SEMA3E;CORO1C
Phospholipid Translocation (GO:0045332)	5/31	0.0702659786933448	0.23377944996175	0	0	2.46342696031493	6.54155033501346	ABCB1;ABCA4;PLSCR4;ATP10B;ANO6
Positive Regulation Of Cholesterol Transport (GO:0032376)	5/31	0.0702659786933448	0.23377944996175	0	0	2.46342696031493	6.54155033501346	ABCA3;CAV1;PPARG;ABCA8;CES1
Positive Regulation Of Lamellipodium Organization (GO:1902745)	5/31	0.0702659786933448	0.23377944996175	0	0	2.46342696031493	6.54155033501346	ENPP2;RAC2;BRK1;PIK3R1;CORO1C
Regulation Of Long-Term Synaptic Potentiation (GO:1900271)	5/31	0.0702659786933448	0.23377944996175	0	0	2.46342696031493	6.54155033501346	CALB2;TYROBP;FAM107A;AGER;SHANK3
Regulation Of Response To Biotic Stimulus (GO:0002831)	5/31	0.0702659786933448	0.23377944996175	0	0	2.46342696031493	6.54155033501346	FGR;IRF1;CD36;CD55;BIRC3
Response To Estradiol (GO:0032355)	5/31	0.0702659786933448	0.23377944996175	0	0	2.46342696031493	6.54155033501346	SOCS2;SFRP1;RAMP3;GPER1;SSTR2
Fc Receptor Mediated Stimulatory Signaling Pathway (GO:0002431)	4/22	0.0707835774088088	0.234351811616308	0	0	2.84588804422944	7.53627656237972	FGR;HCK;FCER1G;PRKCE
Mammary Gland Development (GO:0030879)	4/22	0.0707835774088088	0.234351811616308	0	0	2.84588804422944	7.53627656237972	CAV1;NOTCH4;WNT2;TBX3
Placenta Development (GO:0001890)	4/22	0.0707835774088088	0.234351811616308	0	0	2.84588804422944	7.53627656237972	LEP;ANG;PPARG;PHLDA2
Regulation Of Dopamine Secretion (GO:0014059)	4/22	0.0707835774088088	0.234351811616308	0	0	2.84588804422944	7.53627656237972	SYT11;SYT15;SYT7;SNCA
Regulation Of Mononuclear Cell Migration (GO:0071675)	4/22	0.0707835774088088	0.234351811616308	0	0	2.84588804422944	7.53627656237972	MDK;RARRES2;CCL5;SLIT2
Regulation Of Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0030947)	4/22	0.0707835774088088	0.234351811616308	0	0	2.84588804422944	7.53627656237972	HHEX;PRKCB;IL1B;ITGA5
Regulation Of Phosphorylation (GO:0042325)	10/82	0.0723620362885384	0.239383028990295	0	0	1.78088133240805	4.67672523409451	CDKN1C;CDH5;SDCBP;CDKN1A;SRPX2;CCL5;ROPN1L;ANG;LDB2;CORO1C
Negative Regulation Of Autophagy (GO:0010507)	8/61	0.0726143453612504	0.240022559930892	0	0	1.93475333097975	5.07407012109336	IL10;LRRK2;LEP;LEPR;NUPR1;RASIP1;MCL1;SNCA
DNA Duplex Unwinding (GO:0032508)	6/41	0.0735602292304897	0.242558000598754	0	0	2.19642115669797	5.73189214747381	GINS2;CDC45;MCM8;HMGA1;MCM4;MCM2
Cellular Response To Retinoic Acid (GO:0071300)	6/41	0.0735602292304897	0.242558000598754	0	0	2.19642115669797	5.73189214747381	CREB1;FZD4;WNT3A;TESC;WNT2;AQP1
Positive Regulation Of Actin Filament Polymerization (GO:0030838)	6/41	0.0735602292304897	0.242558000598754	0	0	2.19642115669797	5.73189214747381	HCK;BAIAP2L2;BAIAP2L1;CCL21;PRKCE;CDC42EP2
Microtubule Bundle Formation (GO:0001578)	7/51	0.0738986461136843	0.243082935356978	0	0	2.03876542432637	5.31110782964004	CFAP74;RSPH4A;RSPH1;TPPP3;JHY;HOATZ;NCKAP5
Regulated Exocytosis (GO:0045055)	7/51	0.0738986461136843	0.243082935356978	0	0	2.03876542432637	5.31110782964004	RAB31;RAB11FIP1;SYT11;PLEK;SYT15;STX1A;SNCA
Sensory Perception (GO:0007600)	7/51	0.0738986461136843	0.243082935356978	0	0	2.03876542432637	5.31110782964004	MME;C5AR1;CDH23;TRPV2;PROK2;CCL2;RETREG1
T Cell Proliferation (GO:0042098)	3/14	0.0760001687250132	0.246410108798469	0	0	3.49158714213963	8.99788891461685	CADM1;TNFSF14;SLC11A1
Aminoglycan Catabolic Process (GO:0006026)	3/14	0.0760001687250132	0.246410108798469	0	0	3.49158714213963	8.99788891461685	HYAL1;HYAL2;CHI3L2
Bone Morphogenesis (GO:0060349)	3/14	0.0760001687250132	0.246410108798469	0	0	3.49158714213963	8.99788891461685	TFAP2A;CYP26B1;BMPR2
Contractile Actin Filament Bundle Assembly (GO:0030038)	3/14	0.0760001687250132	0.246410108798469	0	0	3.49158714213963	8.99788891461685	PDLIM1;FAM171A1;ZYX
Embryonic Cranial Skeleton Morphogenesis (GO:0048701)	3/14	0.0760001687250132	0.246410108798469	0	0	3.49158714213963	8.99788891461685	TFAP2A;PDGFRA;TGFBR2
Endoderm Development (GO:0007492)	3/14	0.0760001687250132	0.246410108798469	0	0	3.49158714213963	8.99788891461685	SOX17;DUSP1;SOX7
Membrane Raft Organization (GO:0031579)	3/14	0.0760001687250132	0.246410108798469	0	0	3.49158714213963	8.99788891461685	COLEC12;ANXA2;MYADM
Negative Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001911)	3/14	0.0760001687250132	0.246410108798469	0	0	3.49158714213963	8.99788891461685	CX3CR1;CEACAM1;HLA-E
Positive Regulation Of Response To Cytokine Stimulus (GO:0060760)	3/14	0.0760001687250132	0.246410108798469	0	0	3.49158714213963	8.99788891461685	CD74;AXL;GAS6
Regulation Of Endothelial Cell Chemotaxis (GO:2001026)	3/14	0.0760001687250132	0.246410108798469	0	0	3.49158714213963	8.99788891461685	SEMA5A;NOTCH1;PRKD1
Regulation Of Exit From Mitosis (GO:0007096)	3/14	0.0760001687250132	0.246410108798469	0	0	3.49158714213963	8.99788891461685	RGCC;UBE2C;CDCA5
Regulation Of Neuron Projection Arborization (GO:0150011)	3/14	0.0760001687250132	0.246410108798469	0	0	3.49158714213963	8.99788891461685	NTNG1;MACF1;FZD4
Regulation Of Sensory Perception Of Pain (GO:0051930)	3/14	0.0760001687250132	0.246410108798469	0	0	3.49158714213963	8.99788891461685	TMEM100;CCL3;MGLL
Regulation Of Sequestering Of Triglyceride (GO:0010889)	3/14	0.0760001687250132	0.246410108798469	0	0	3.49158714213963	8.99788891461685	PLIN2;PPARG;LCP1
Regulation Of Superoxide Anion Generation (GO:0032928)	3/14	0.0760001687250132	0.246410108798469	0	0	3.49158714213963	8.99788891461685	ITGAM;TYROBP;FPR2
Renal Water Homeostasis (GO:0003091)	3/14	0.0760001687250132	0.246410108798469	0	0	3.49158714213963	8.99788891461685	WFS1;AQP4;AQP1
Smooth Muscle Contraction (GO:0006939)	3/14	0.0760001687250132	0.246410108798469	0	0	3.49158714213963	8.99788891461685	EDNRA;MYH11;MYLK
Stress Fiber Assembly (GO:0043149)	3/14	0.0760001687250132	0.246410108798469	0	0	3.49158714213963	8.99788891461685	PDLIM1;FAM171A1;ZYX
Regulation Of NIK/NF-kappaB Signaling (GO:1901222)	10/83	0.077197209347156	0.250091914676416	0	0	1.7563906343578	4.49880486870933	CD86;SPI1;RASSF2;TNFSF14;IL1B;RTKN2;LAPTM5;NLRP3;AGER;SASH1
Protein Stabilization (GO:0050821)	21/208	0.0778186434292212	0.251904582429197	0	0	1.4419879585655	3.68193491318263	GRN;CRTAP;WFS1;MCM8;TESC;ATP1B3;PIK3R1;MAPK8IP3;HYPK;RASSF2;TYROBP;CREB1;SOX17;TMEM88;GNAQ;PLPP3;CRYAB;RPL17;GAPDH;SOX4;GPIHBP1
Muscle Contraction (GO:0006936)	11/94	0.0779032022663788	0.251977845804368	0	0	1.69951472556894	4.33765141302368	TMOD1;EDNRA;DES;SGCA;FXYD1;CASQ2;MYH11;CRYAB;LMOD3;MYOM2;MYLK
